Protein1	Protein2	Percent_Identity
WP_253264372.1	WP_279915268.1	99.41
WP_023280425.1	WP_253264372.1	97.872
WP_381737482.1	WP_389462993.1	97.406
WP_059771794.1	WP_373374316.1	97.487
WP_187364511.1	WP_336290713.1	96.825
WP_179214455.1	WP_336290713.1	95.238
WP_116547800.1	WP_214589443.1	98.077
WP_267818874.1	WP_319049750.1	95.156
WP_290021810.1	WP_408842439.1	95.936
WP_290021810.1	WP_317841984.1	95.406
WP_024716276.1	WP_214284114.1	100.0
WP_088345117.1	WP_427218129.1	95.906
WP_013213995.1	WP_193051882.1	98.013
WP_193051882.1	WP_336196027.1	97.682
WP_019706024.1	WP_193051882.1	97.682
WP_193051882.1	WP_407257446.1	97.682
WP_193051882.1	WP_289171287.1	97.351
WP_177952012.1	WP_193051882.1	97.0
WP_181238489.1	WP_193051882.1	96.988
WP_193051882.1	WP_252105720.1	95.513
WP_193051882.1	WP_227649609.1	96.97
WP_041946959.1	WP_426433278.1	100.0
WP_041946959.1	WP_426458786.1	100.0
WP_004381196.1	WP_018920947.1	98.771
WP_004381196.1	WP_019188129.1	95.577
WP_196317507.1	WP_210472969.1	100.0
WP_210472969.1	WP_308378298.1	99.5
WP_210472969.1	WP_410028803.1	100.0
WP_157845837.1	WP_210472969.1	100.0
WP_210472969.1	WP_319839101.1	100.0
WP_014343474.1	WP_210472969.1	100.0
WP_210472969.1	WP_355493117.1	99.5
WP_210472969.1	WP_330190108.1	100.0
WP_210472969.1	WP_407205213.1	99.5
WP_201282763.1	WP_210472969.1	100.0
WP_193055528.1	WP_210472969.1	95.0
WP_210472969.1	WP_210531048.1	100.0
WP_210472969.1	WP_224267728.1	100.0
WP_210472969.1	WP_226659826.1	100.0
WP_210472969.1	WP_264928071.1	100.0
WP_183129369.1	WP_210472969.1	100.0
WP_210472969.1	WP_218452272.1	100.0
WP_210472969.1	WP_407210669.1	100.0
WP_190030391.1	WP_332759172.1	99.338
WP_332759172.1	WP_390351132.1	99.007
WP_332759172.1	WP_388007208.1	97.351
WP_013815599.1	WP_021677045.1	99.356
WP_005915900.1	WP_100028388.1	95.946
WP_094241900.1	WP_100028388.1	97.297
WP_023036848.1	WP_100028388.1	95.27
WP_032952915.1	WP_227204387.1	99.185
WP_031258566.1	WP_227204387.1	98.641
WP_052224514.1	WP_200646209.1	99.444
WP_050989018.1	WP_200646209.1	95.556
WP_101965261.1	WP_309576057.1	97.711
WP_100271210.1	WP_101965261.1	96.996
WP_101965261.1	WP_369628626.1	96.423
WP_080350976.1	WP_420898902.1	99.474
WP_116029494.1	WP_371042432.1	99.808
WP_077571150.1	WP_371042432.1	99.615
WP_003180286.1	WP_371042432.1	97.115
WP_044350581.1	WP_046888479.1	95.918
WP_293653216.1	WP_305802986.1	98.98
WP_305802986.1	WP_419592270.1	98.98
WP_294045927.1	WP_305802986.1	98.98
WP_293647654.1	WP_305802986.1	98.98
WP_004147253.1	WP_032453061.1	99.76
WP_004147253.1	WP_117106392.1	99.52
WP_004147253.1	WP_022065078.1	99.52
WP_213762426.1	WP_408296473.1	97.308
WP_034022684.1	WP_170050538.1	98.039
WP_170050538.1	WP_316144970.1	97.059
WP_121373434.1	WP_208217651.1	96.479
WP_401438462.1	WP_401481931.1	98.54
WP_156180616.1	WP_407193772.1	95.899
WP_268593735.1	WP_268598017.1	99.924
WP_268598017.1	WP_268600049.1	99.771
WP_308005426.1	WP_336719051.1	96.233
WP_326151849.1	WP_326168043.1	99.263
WP_009113452.1	WP_043901839.1	97.489
WP_138110704.1	WP_186078026.1	99.485
WP_138110704.1	WP_268072909.1	97.938
WP_138110704.1	WP_160293884.1	97.917
WP_096753035.1	WP_186164472.1	99.676
WP_096753035.1	WP_186170291.1	99.676
WP_019453314.1	WP_319869698.1	99.32
WP_019453314.1	WP_193159608.1	97.959
WP_013925339.1	WP_059359832.1	99.493
WP_088869806.1	WP_331403169.1	98.319
WP_247822364.1	WP_331403169.1	97.479
WP_045616267.1	WP_241669218.1	96.676
WP_112067095.1	WP_241669218.1	96.399
WP_241669218.1	WP_311095090.1	96.122
WP_408205805.1	WP_408519728.1	99.682
WP_268301971.1	WP_268320070.1	98.658
WP_105979243.1	WP_268320070.1	96.644
WP_065186903.1	WP_311095088.1	99.861
WP_045616269.1	WP_065186903.1	99.652
WP_065186903.1	WP_275257223.1	99.582
WP_065186903.1	WP_241701853.1	99.582
WP_065186903.1	WP_106485366.1	99.513
WP_065186903.1	WP_353418394.1	99.231
WP_021539890.1	WP_065186903.1	98.469
WP_065186903.1	WP_137230135.1	99.299
WP_065186903.1	WP_311215606.1	100.0
WP_226003789.1	WP_336372875.1	96.667
WP_017781381.1	WP_408824984.1	99.622
WP_067700763.1	WP_233964564.1	99.342
WP_065772055.1	WP_067700763.1	96.053
WP_028737719.1	WP_236736261.1	99.359
WP_138291734.1	WP_283956620.1	99.744
WP_084001695.1	WP_172598800.1	95.856
WP_003721315.1	WP_185303985.1	99.543
WP_003721315.1	WP_026749764.1	99.315
WP_122985932.1	WP_279272248.1	95.814
WP_122985932.1	WP_423244736.1	95.814
WP_332569570.1	WP_332577733.1	99.797
WP_247441600.1	WP_247458980.1	98.116
WP_247458980.1	WP_316171741.1	96.075
WP_081397303.1	WP_404506324.1	99.69
WP_048347685.1	WP_141561436.1	96.97
WP_170960267.1	WP_176133555.1	99.77
WP_241150536.1	WP_311971417.1	99.592
WP_085950818.1	WP_087451024.1	99.732
WP_004683630.1	WP_288491436.1	98.358
WP_004683630.1	WP_087540316.1	96.715
WP_109038910.1	WP_285209261.1	99.67
WP_285209261.1	WP_332095267.1	99.67
WP_032425175.1	WP_285209261.1	99.67
WP_238762061.1	WP_285209261.1	99.67
WP_219280014.1	WP_285209261.1	99.34
WP_109266406.1	WP_285209261.1	99.487
WP_285209261.1	WP_369783712.1	99.819
WP_223176969.1	WP_285209261.1	99.789
WP_285209261.1	WP_368294976.1	100.0
WP_243069316.1	WP_285209261.1	100.0
WP_227536660.1	WP_285209261.1	99.737
WP_227853124.1	WP_285209261.1	99.128
WP_285209261.1	WP_410054638.1	99.676
WP_223176970.1	WP_285209261.1	100.0
WP_003141121.1	WP_020750424.1	97.938
WP_371714766.1	WP_408099665.1	98.0
WP_346647620.1	WP_421560475.1	99.916
WP_187484686.1	WP_201499726.1	98.802
WP_408322807.1	WP_408461610.1	98.492
WP_004281404.1	WP_308957096.1	96.682
WP_004281404.1	WP_262468239.1	95.833
WP_004281404.1	WP_336755365.1	97.701
WP_390412962.1	WP_392245558.1	99.286
WP_390412962.1	WP_397716775.1	98.353
WP_328777447.1	WP_390412962.1	98.571
WP_190030395.1	WP_390412962.1	98.333
WP_000377855.1	WP_000377856.1	99.767
WP_000377855.1	WP_000377865.1	99.534
WP_000377855.1	WP_311071634.1	98.834
WP_016771172.1	WP_248916472.1	99.57
WP_350570637.1	WP_374045430.1	98.276
WP_227532920.1	WP_239059174.1	100.0
WP_223176971.1	WP_239059174.1	100.0
WP_239059174.1	WP_429913206.1	98.148
WP_223332461.1	WP_239059174.1	100.0
WP_239059174.1	WP_241506329.1	100.0
WP_135726249.1	WP_239059174.1	100.0
WP_023280423.1	WP_239059174.1	100.0
WP_219154290.1	WP_239059174.1	100.0
WP_080408821.1	WP_080436511.1	99.379
WP_008435717.1	WP_170059453.1	99.091
WP_077432277.1	WP_170059453.1	99.318
WP_170059453.1	WP_192298432.1	98.864
WP_170059453.1	WP_200659277.1	98.864
WP_218459719.1	WP_337516080.1	99.713
WP_118191155.1	WP_218459719.1	99.713
WP_023280423.1	WP_223332461.1	100.0
WP_219154290.1	WP_223332461.1	100.0
WP_223332461.1	WP_241506329.1	99.719
WP_135726249.1	WP_223332461.1	99.719
WP_223176971.1	WP_223332461.1	100.0
WP_223332461.1	WP_429913206.1	99.485
WP_223332461.1	WP_227532920.1	100.0
WP_022601122.1	WP_057280807.1	98.361
WP_293588780.1	WP_302258988.1	96.269
WP_230322047.1	WP_302258988.1	98.63
WP_023465387.1	WP_047688912.1	99.669
WP_331137677.1	WP_395362602.1	97.017
WP_003105518.1	WP_411309271.1	99.317
WP_003105518.1	WP_016264055.1	98.976
WP_029528617.1	WP_239670115.1	98.75
WP_144368453.1	WP_347046812.1	99.219
WP_119871893.1	WP_420907780.1	99.847
WP_005416248.1	WP_295573551.1	99.588
WP_135709518.1	WP_276984370.1	100.0
WP_161799191.1	WP_163004798.1	97.305
WP_020795592.1	WP_161799191.1	97.305
WP_323508356.1	WP_327012611.1	95.593
WP_072072205.1	WP_197832533.1	98.677
WP_124988808.1	WP_197832533.1	98.677
WP_197832533.1	WP_333709820.1	98.148
WP_197832533.1	WP_422703772.1	98.413
WP_197832533.1	WP_259005117.1	97.347
WP_197832533.1	WP_371339658.1	96.296
WP_023280423.1	WP_241506329.1	99.756
WP_135726249.1	WP_241506329.1	99.511
WP_219154290.1	WP_241506329.1	99.511
WP_223176971.1	WP_241506329.1	99.485
WP_241506329.1	WP_429913206.1	98.969
WP_227532920.1	WP_241506329.1	100.0
WP_120057002.1	WP_133304879.1	98.907
WP_120057002.1	WP_227031484.1	96.721
WP_013530103.1	WP_127809588.1	97.283
WP_225694435.1	WP_368984446.1	95.902
WP_368984446.1	WP_401273542.1	95.355
WP_045616271.1	WP_346721569.1	99.737
WP_137230140.1	WP_346721569.1	99.474
WP_251255954.1	WP_346721569.1	99.736
WP_112067092.1	WP_346721569.1	99.737
WP_021539893.1	WP_346721569.1	98.421
WP_244566025.1	WP_346721569.1	100.0
WP_077306018.1	WP_179440392.1	99.923
WP_173712853.1	WP_179440392.1	99.923
WP_173696136.1	WP_179440392.1	99.923
WP_179438223.1	WP_179440392.1	99.731
WP_179438221.1	WP_179440392.1	99.819
WP_000090211.1	WP_098365689.1	98.63
WP_155024529.1	WP_414590555.1	99.444
WP_160623348.1	WP_414590555.1	98.333
WP_108454227.1	WP_116835151.1	99.194
WP_105291726.1	WP_108454227.1	95.122
WP_264319308.1	WP_369284288.1	96.93
WP_004099053.1	WP_223349232.1	100.0
WP_221002050.1	WP_225287592.1	99.47
WP_048292126.1	WP_225287592.1	99.47
WP_197832532.1	WP_225287592.1	99.293
WP_225287592.1	WP_260514446.1	99.117
WP_149617834.1	WP_225287592.1	99.117
WP_225287592.1	WP_334272656.1	98.94
WP_225287592.1	WP_275148294.1	99.385
WP_024217744.1	WP_058821169.1	99.512
WP_000813008.1	WP_058821169.1	99.024
WP_058821169.1	WP_427034555.1	98.537
WP_058821169.1	WP_228066298.1	98.537
WP_058821169.1	WP_369517134.1	98.333
WP_137008844.1	WP_212571756.1	97.765
WP_162147903.1	WP_224588728.1	98.78
WP_179214455.1	WP_247822366.1	96.8
WP_179214455.1	WP_187364511.1	96.032
WP_041769451.1	WP_065905278.1	96.471
WP_216112359.1	WP_216174003.1	99.156
WP_023317514.1	WP_182158421.1	99.649
WP_013023768.1	WP_023317514.1	99.649
WP_004152386.1	WP_023317514.1	98.947
WP_004152292.1	WP_023317514.1	98.947
WP_004200825.1	WP_023317514.1	98.947
WP_023317514.1	WP_407257447.1	98.596
WP_023317514.1	WP_124038216.1	98.596
WP_023307528.1	WP_023317514.1	97.895
WP_023317514.1	WP_235296452.1	97.865
WP_023317514.1	WP_262390845.1	95.946
WP_284414956.1	WP_327495719.1	98.113
WP_004584211.1	WP_097531132.1	98.881
WP_004584211.1	WP_278587534.1	97.761
WP_004584211.1	WP_293588780.1	95.149
WP_004584211.1	WP_257013088.1	100.0
WP_004584211.1	WP_244262904.1	99.522
WP_004584211.1	WP_245686350.1	99.043
WP_139474236.1	WP_323891016.1	98.82
WP_125563749.1	WP_326387645.1	99.39
WP_306595304.1	WP_343659634.1	98.596
WP_101273218.1	WP_307575729.1	97.188
WP_289678421.1	WP_289685381.1	100.0
WP_000566930.1	WP_289678421.1	100.0
WP_289678421.1	WP_289679102.1	100.0
WP_289678421.1	WP_289687049.1	100.0
WP_198065216.1	WP_289678421.1	100.0
WP_147401580.1	WP_289678421.1	100.0
WP_289678421.1	WP_289679236.1	100.0
WP_280043492.1	WP_289678421.1	99.628
WP_162894284.1	WP_289678421.1	100.0
WP_289678421.1	WP_420923884.1	100.0
WP_289678421.1	WP_342040238.1	100.0
WP_225489092.1	WP_289678421.1	100.0
WP_299165338.1	WP_299719788.1	99.834
WP_212734435.1	WP_404521903.1	99.024
WP_212734435.1	WP_305164897.1	96.585
WP_137230135.1	WP_311095088.1	99.475
WP_137230135.1	WP_275257223.1	99.212
WP_045616269.1	WP_137230135.1	99.212
WP_137230135.1	WP_241701853.1	99.124
WP_137230135.1	WP_353418394.1	99.037
WP_106485366.1	WP_137230135.1	99.124
WP_021539890.1	WP_137230135.1	98.687
WP_322871263.1	WP_390546903.1	99.706
WP_390546903.1	WP_392245564.1	99.412
WP_328775499.1	WP_390546903.1	99.118
WP_390546903.1	WP_399796550.1	98.824
WP_390546903.1	WP_397716777.1	98.824
WP_209521977.1	WP_390546903.1	98.529
WP_390546903.1	WP_392941092.1	97.647
WP_355796519.1	WP_390546903.1	96.562
WP_390426452.1	WP_390546903.1	95.0
WP_004407538.1	WP_053275700.1	100.0
WP_243825656.1	WP_405322588.1	98.688
WP_088398596.1	WP_243825656.1	96.938
WP_057067606.1	WP_333709825.1	95.153
WP_125563759.1	WP_138536586.1	98.19
WP_348116792.1	WP_348174362.1	100.0
WP_024217744.1	WP_369517134.1	99.167
WP_000813008.1	WP_369517134.1	98.333
WP_228066298.1	WP_369517134.1	98.333
WP_369517134.1	WP_427034555.1	98.333
WP_193611032.1	WP_408346497.1	99.677
WP_262468239.1	WP_336755365.1	95.977
WP_308957096.1	WP_336755365.1	96.552
WP_004204700.1	WP_017901340.1	99.714
WP_008805307.1	WP_017901340.1	99.714
WP_004144576.1	WP_017901340.1	99.429
WP_017901340.1	WP_110191955.1	98.857
WP_000566930.1	WP_289679236.1	100.0
WP_147401580.1	WP_289679236.1	100.0
WP_289679102.1	WP_289679236.1	100.0
WP_289679236.1	WP_289687049.1	100.0
WP_289679236.1	WP_289685381.1	99.645
WP_280043492.1	WP_289679236.1	99.645
WP_198065216.1	WP_289679236.1	100.0
WP_162894284.1	WP_289679236.1	100.0
WP_289679236.1	WP_420923884.1	100.0
WP_289679236.1	WP_342040238.1	100.0
WP_225489092.1	WP_289679236.1	100.0
WP_284414942.1	WP_327495727.1	95.985
WP_167860869.1	WP_275245431.1	100.0
WP_301347213.1	WP_419717876.1	99.76
WP_301347213.1	WP_301368883.1	97.362
WP_239468826.1	WP_286774725.1	99.454
WP_075992271.1	WP_239468826.1	95.628
WP_015344941.1	WP_048982151.1	100.0
WP_048982151.1	WP_094955609.1	100.0
WP_005412061.1	WP_158230123.1	96.296
WP_036413143.1	WP_110591075.1	99.709
WP_110591075.1	WP_217992460.1	99.308
WP_110591075.1	WP_210850694.1	99.631
WP_247405762.1	WP_256805477.1	98.458
WP_122419335.1	WP_137211822.1	97.105
WP_208891823.1	WP_217520587.1	97.965
WP_128856042.1	WP_201032385.1	99.726
WP_123449906.1	WP_218438113.1	97.881
WP_057724480.1	WP_123449906.1	95.339
WP_008983427.1	WP_147905562.1	96.926
WP_045535233.1	WP_305725570.1	95.659
WP_179840141.1	WP_326427237.1	97.966
WP_179840141.1	WP_330212561.1	96.296
WP_177433945.1	WP_179840141.1	95.932
WP_179840141.1	WP_320403966.1	95.593
WP_247458983.1	WP_280707194.1	97.188
WP_247441605.1	WP_247458983.1	96.309
WP_145015109.1	WP_282384012.1	97.534
WP_145015109.1	WP_325717661.1	96.861
WP_126310626.1	WP_197723824.1	100.0
WP_074453291.1	WP_315334420.1	96.309
WP_102698279.1	WP_315334420.1	95.302
WP_004584209.1	WP_315334420.1	95.973
WP_315334420.1	WP_368335846.1	95.302
WP_023847573.1	WP_315334420.1	95.238
WP_074026802.1	WP_193159609.1	97.436
WP_049204457.1	WP_193159609.1	97.727
WP_198886721.1	WP_246893670.1	95.161
WP_077082775.1	WP_281123541.1	97.391
WP_348459225.1	WP_348460061.1	99.558
WP_139430247.1	WP_374810049.1	96.818
WP_275415066.1	WP_287956055.1	98.571
WP_032056933.1	WP_045131337.1	99.922
WP_032056933.1	WP_163114288.1	100.0
WP_032056933.1	WP_284106155.1	100.0
WP_049204463.1	WP_240430056.1	99.86
WP_049204463.1	WP_319869693.1	99.579
WP_049204463.1	WP_099783260.1	99.438
WP_049204463.1	WP_074027181.1	99.157
WP_049204463.1	WP_369402328.1	99.017
WP_008224316.1	WP_305977456.1	99.091
WP_063316457.1	WP_069146520.1	99.707
WP_140280884.1	WP_239945535.1	98.917
WP_275148294.1	WP_334272656.1	100.0
WP_149617834.1	WP_275148294.1	100.0
WP_197832532.1	WP_275148294.1	99.795
WP_260514446.1	WP_275148294.1	99.59
WP_221002050.1	WP_275148294.1	99.385
WP_048292126.1	WP_275148294.1	99.385
WP_001019905.1	WP_049081711.1	99.32
WP_001019905.1	WP_031988334.1	99.32
WP_131722414.1	WP_157835603.1	99.254
WP_042976923.1	WP_128993612.1	99.51
WP_241150535.1	WP_311971415.1	99.461
WP_243948448.1	WP_342110488.1	97.514
WP_157649294.1	WP_157650702.1	99.841
WP_157650702.1	WP_157654294.1	99.682
WP_286869161.1	WP_291552024.1	100.0
WP_097590954.1	WP_220354838.1	98.119
WP_189412270.1	WP_377743661.1	95.082
WP_186583829.1	WP_186596041.1	95.968
WP_160768942.1	WP_350570641.1	99.0
WP_131935627.1	WP_148792967.1	99.275
WP_305803120.1	WP_419628362.1	99.904
WP_294041602.1	WP_419628362.1	99.868
WP_419624667.1	WP_419628362.1	100.0
WP_419625199.1	WP_419628362.1	95.429
WP_141546456.1	WP_272294295.1	99.726
WP_032984061.1	WP_309243168.1	99.194
WP_309243168.1	WP_345769466.1	98.387
WP_096855504.1	WP_309243168.1	98.387
WP_309243168.1	WP_352487350.1	98.387
WP_105291726.1	WP_309243168.1	96.748
WP_003219122.1	WP_003236479.1	98.214
WP_008740216.1	WP_123081230.1	99.578
WP_008740216.1	WP_214353275.1	99.156
WP_062729621.1	WP_251255950.1	99.846
WP_251255950.1	WP_311095089.1	99.692
WP_150360884.1	WP_251255950.1	99.538
WP_021539889.1	WP_251255950.1	98.305
WP_407210606.1	WP_407210885.1	100.0
WP_157845837.1	WP_407210885.1	97.872
WP_014343474.1	WP_407210885.1	97.872
WP_319839101.1	WP_407210885.1	97.447
WP_330190108.1	WP_407210885.1	97.872
WP_355493117.1	WP_407210885.1	97.447
WP_407205213.1	WP_407210885.1	99.134
WP_407210669.1	WP_407210885.1	100.0
WP_310628791.1	WP_407210885.1	100.0
WP_202181198.1	WP_407210885.1	100.0
WP_054048961.1	WP_163909407.1	99.502
WP_054049008.1	WP_163910413.1	99.408
WP_332759170.1	WP_359518239.1	99.926
WP_209521980.1	WP_332759170.1	99.63
WP_328775497.1	WP_332759170.1	99.555
WP_332759170.1	WP_399796548.1	99.629
WP_322871266.1	WP_332759170.1	99.481
WP_332759170.1	WP_381151541.1	99.408
WP_123081236.1	WP_332759170.1	97.776
WP_332759170.1	WP_392941088.1	97.85
WP_332759170.1	WP_388007187.1	97.702
WP_063957943.1	WP_121426038.1	99.568
WP_063437862.1	WP_063957943.1	98.488
WP_218788131.1	WP_223496975.1	99.2
WP_119921898.1	WP_246714372.1	95.782
WP_390351131.1	WP_390358412.1	99.677
WP_250569549.1	WP_390358412.1	99.042
WP_355796409.1	WP_390358412.1	98.403
WP_303029664.1	WP_304428311.1	100.0
WP_287485584.1	WP_349056044.1	97.872
WP_340010550.1	WP_341087046.1	99.84
WP_151781763.1	WP_303577033.1	100.0
WP_110191954.1	WP_228932421.1	99.482
WP_193863123.1	WP_228932421.1	99.223
WP_149377099.1	WP_228932421.1	98.964
WP_117115354.1	WP_228932421.1	99.223
WP_228932421.1	WP_285160118.1	99.223
WP_079927709.1	WP_228932421.1	99.223
WP_131096075.1	WP_228932421.1	96.623
WP_080314647.1	WP_228932421.1	96.364
WP_228932421.1	WP_320728654.1	96.364
WP_154902328.1	WP_228932421.1	96.104
WP_181541621.1	WP_228932421.1	96.114
WP_130993823.1	WP_228932421.1	99.355
WP_229277265.1	WP_256722651.1	99.443
WP_124550271.1	WP_229277265.1	100.0
WP_350166155.1	WP_350166228.1	100.0
WP_101776558.1	WP_261084430.1	99.186
WP_213916397.1	WP_238842997.1	98.361
WP_174956905.1	WP_321908067.1	98.529
WP_176331317.1	WP_321908067.1	98.529
WP_077019764.1	WP_321908067.1	97.794
WP_071535376.1	WP_203328827.1	99.74
WP_071537214.1	WP_203328827.1	98.701
WP_088398596.1	WP_405322588.1	96.675
WP_096063058.1	WP_255245754.1	100.0
WP_129449912.1	WP_320403966.1	98.413
WP_129449912.1	WP_170057488.1	97.354
WP_129449912.1	WP_177433945.1	96.825
WP_129449912.1	WP_330212561.1	95.238
WP_279272248.1	WP_423244736.1	100.0
WP_350594655.1	WP_409424607.1	99.678
WP_125290825.1	WP_301730533.1	95.057
WP_071845381.1	WP_375364338.1	98.108
WP_275221701.1	WP_375364338.1	97.838
WP_128677676.1	WP_134240914.1	96.629
WP_018920947.1	WP_019188129.1	95.577
WP_201282763.1	WP_264928071.1	100.0
WP_210531048.1	WP_264928071.1	100.0
WP_196317507.1	WP_264928071.1	100.0
WP_226659826.1	WP_264928071.1	100.0
WP_224267728.1	WP_264928071.1	100.0
WP_264928071.1	WP_308378298.1	99.231
WP_264928071.1	WP_410028803.1	100.0
WP_264928071.1	WP_407205213.1	100.0
WP_157845837.1	WP_264928071.1	100.0
WP_264928071.1	WP_355493117.1	100.0
WP_264928071.1	WP_319839101.1	100.0
WP_014343474.1	WP_264928071.1	100.0
WP_264928071.1	WP_330190108.1	100.0
WP_193055528.1	WP_264928071.1	97.692
WP_183129369.1	WP_264928071.1	100.0
WP_218452272.1	WP_264928071.1	100.0
WP_103360321.1	WP_221035662.1	95.495
WP_221035662.1	WP_277249361.1	95.195
WP_092990088.1	WP_313608826.1	97.382
WP_032952926.1	WP_370867226.1	100.0
WP_032952926.1	WP_287710786.1	100.0
WP_327208392.1	WP_426782266.1	100.0
WP_064697788.1	WP_327208392.1	99.648
WP_318619157.1	WP_346255503.1	99.858
WP_256065654.1	WP_378445860.1	98.939
WP_200083949.1	WP_201520469.1	99.281
WP_126329493.1	WP_200083949.1	98.561
WP_039323770.1	WP_103164664.1	98.864
WP_062842772.1	WP_194840307.1	99.878
WP_062842772.1	WP_348532643.1	97.637
WP_062842772.1	WP_334018016.1	99.85
WP_110177003.1	WP_394293821.1	96.011
WP_080773715.1	WP_110177003.1	100.0
WP_046888472.1	WP_126329477.1	98.676
WP_046888472.1	WP_410674747.1	97.674
WP_162894284.1	WP_420923884.1	100.0
WP_198065216.1	WP_420923884.1	100.0
WP_147401580.1	WP_420923884.1	100.0
WP_289685381.1	WP_420923884.1	100.0
WP_289679102.1	WP_420923884.1	100.0
WP_000566930.1	WP_420923884.1	100.0
WP_289687049.1	WP_420923884.1	100.0
WP_280043492.1	WP_420923884.1	99.524
WP_342040238.1	WP_420923884.1	100.0
WP_225489092.1	WP_420923884.1	100.0
WP_016774369.1	WP_236169219.1	98.99
WP_098154119.1	WP_244123363.1	98.352
WP_127809592.1	WP_140617768.1	97.692
WP_140617768.1	WP_183462264.1	95.385
WP_127414963.1	WP_140617768.1	96.154
WP_112193345.1	WP_112286486.1	99.123
WP_029528610.1	WP_367086454.1	99.535
WP_183111709.1	WP_258892753.1	95.349
WP_000813008.1	WP_228066298.1	99.512
WP_024217744.1	WP_228066298.1	99.024
WP_228066298.1	WP_427034555.1	99.024
WP_164517620.1	WP_239444718.1	99.435
WP_194868663.1	WP_239444718.1	98.87
WP_171044992.1	WP_239444718.1	98.87
WP_207245679.1	WP_221107325.1	99.088
WP_221107325.1	WP_221123293.1	99.088
WP_020077944.1	WP_257739508.1	99.76
WP_073582231.1	WP_159440324.1	100.0
WP_249721203.1	WP_346394247.1	99.654
WP_352483760.1	WP_352818390.1	99.419
WP_201565783.1	WP_201617245.1	99.591
WP_201617245.1	WP_350587770.1	99.319
WP_201617245.1	WP_352286815.1	99.183
WP_023280423.1	WP_219154290.1	99.756
WP_135726249.1	WP_219154290.1	99.511
WP_219154290.1	WP_223176971.1	100.0
WP_219154290.1	WP_429913206.1	99.485
WP_219154290.1	WP_227532920.1	100.0
WP_165505432.1	WP_251091296.1	99.38
WP_131706088.1	WP_251091296.1	99.195
WP_222064198.1	WP_251091296.1	97.585
